eventID,hits,eDepTot_keV
0,0,0
223,4,745.601
1,0,0
224,0,0
225,0,0
226,0,0
2,0,0
227,0,0
3,0,0
228,0,0
4,5,1000
229,0,0
5,7,1000
230,7,397.677
6,0,0
7,0,0
231,5,1000
232,4,1000
8,8,1000
9,3,253.191
233,7,988.148
10,0,0
234,0,0
11,0,0
235,5,1000
236,0,0
12,5,1000
13,0,0
237,2,1000
14,0,0
15,0,0
238,4,1000
16,0,0
239,0,0
17,0,0
240,0,0
241,0,0
18,6,663.491
19,0,0
20,2,591.059
21,0,0
242,0,0
22,4,1000
243,0,0
23,5,1000
244,0,0
24,0,0
245,0,0
246,0,0
25,4,1000
247,0,0
26,4,1000
248,1,53.1797
27,5,1000
249,0,0
28,0,0
250,1,175.166
29,0,0
30,0,0
251,7,1000
31,4,1000
32,0,0
252,1,223.142
33,6,1000
253,5,683.916
34,1,374.127
254,4,1000
35,0,0
36,0,0
255,3,572.828
37,0,0
256,0,0
38,5,1000
257,6,1000
39,0,0
40,0,0
258,4,1000
41,0,0
259,2,322.972
42,0,0
260,0,0
261,0,0
43,9,1000
262,0,0
44,0,0
263,0,0
45,5,1000
264,5,541.628
265,0,0
46,3,1000
47,0,0
266,3,1000
267,0,0
48,8,1000
49,0,0
268,4,1000
50,0,0
269,4,1000
51,0,0
52,2,642.336
270,6,1000
53,4,899.597
271,0,0
54,0,0
55,0,0
272,4,1000
56,1,167.727
273,0,0
57,0,0
274,0,0
58,0,0
275,4,1000
59,4,745.661
276,0,0
277,3,1000
278,6,1000
60,0,0
61,7,1000
279,9,1000
62,1,40.1916
280,0,0
63,4,986.556
281,4,1000
64,6,1000
65,5,1000
282,5,1000
283,0,0
66,3,813.338
67,0,0
284,5,1000
68,4,1000
285,2,205.334
69,0,0
286,0,0
70,0,0
287,0,0
71,0,0
288,1,159.291
72,0,0
289,0,0
290,0,0
73,4,489.406
74,3,298.667
291,5,1000
292,0,0
75,5,1000
76,0,0
293,5,1000
77,0,0
78,1,167.614
294,7,1000
79,0,0
295,1,355.722
80,0,0
81,1,256.901
296,6,1000
82,0,0
83,0,0
297,5,865.237
84,0,0
298,2,507.971
85,0,0
86,0,0
299,6,1000
87,0,0
300,0,0
88,0,0
301,0,0
89,0,0
302,4,678.015
90,4,186.403
91,1,89.0676
303,7,685.288
92,4,1000
304,4,1000
93,3,789.05
305,1,190.877
94,5,774.708
306,0,0
95,0,0
307,0,0
96,0,0
308,4,766.184
97,6,1000
98,0,0
309,0,0
99,0,0
100,1,213.22
310,5,1000
101,0,0
311,0,0
102,9,1000
312,0,0
103,0,0
313,0,0
104,1,373.839
314,0,0
105,4,1000
315,0,0
106,0,0
316,2,529.19
107,5,1000
317,0,0
108,3,1000
318,2,416.809
109,2,395.143
110,0,0
319,3,467.895
320,0,0
111,4,1000
321,0,0
112,5,1000
113,3,1000
322,6,1000
323,0,0
114,4,719.44
324,0,0
115,0,0
325,0,0
116,0,0
326,0,0
117,4,1000
327,4,1000
118,1,169.126
119,2,428.243
328,5,838.423
120,4,1000
329,0,0
121,3,749.992
122,0,0
330,5,1000
123,0,0
331,0,0
124,6,1000
332,4,820.918
125,4,807.185
333,0,0
126,3,453.239
127,0,0
334,6,750.699
128,0,0
335,0,0
129,0,0
336,0,0
130,0,0
337,0,0
131,0,0
338,6,1000
132,4,711.129
133,0,0
339,6,746.909
134,0,0
135,4,1000
340,3,1000
136,0,0
137,0,0
341,4,537.08
342,0,0
138,4,316.102
343,0,0
139,0,0
344,0,0
140,0,0
345,3,1000
141,7,1000
142,0,0
346,4,946.198
143,0,0
347,8,1000
144,6,504.409
145,0,0
348,4,1000
146,0,0
147,0,0
349,6,772.827
148,0,0
350,6,1000
149,1,417.263
351,0,0
150,0,0
151,0,0
352,2,149.022
353,2,750.756
152,7,1000
354,0,0
153,1,307.448
355,6,1000
356,4,1000
154,4,847.051
155,0,0
357,7,1000
156,0,0
358,0,0
157,4,654.95
359,5,1000
158,4,1000
360,5,1000
361,0,0
159,4,1000
160,3,781.575
362,6,1000
161,0,0
363,2,175.82
162,0,0
163,0,0
364,5,1000
164,0,0
365,0,0
366,0,0
165,5,1000
166,0,0
367,4,1000
167,1,142.421
168,0,0
368,8,1000
169,2,578.393
369,0,0
170,1,255.018
370,0,0
171,5,1000
172,0,0
371,5,1000
173,0,0
372,0,0
174,7,1000
373,0,0
374,0,0
175,3,510.909
375,4,1000
176,4,893.927
376,0,0
177,5,1000
377,1,331.781
178,0,0
179,0,0
180,0,0
181,0,0
182,2,705.338
183,0,0
378,21,293.925
184,0,0
379,3,1000
185,0,0
186,0,0
380,1,39.29
187,0,0
381,0,0
188,0,0
382,0,0
383,0,0
189,1,10.2398
384,3,254.392
190,6,1000
385,0,0
191,3,642.872
386,6,1000
192,4,1000
387,3,437.879
193,4,1000
388,0,0
389,0,0
194,7,1000
390,0,0
391,0,0
195,5,1000
392,8,1000
196,4,687.819
197,0,0
393,7,1000
198,0,0
199,0,0
394,0,0
200,5,685.248
201,0,0
395,4,819.969
202,4,509.647
396,2,557.061
203,0,0
397,0,0
204,4,1000
398,4,1000
205,1,47.8084
399,4,1000
206,7,1000
207,0,0
400,0,0
208,5,1000
209,0,0
210,0,0
401,7,1000
211,4,1000
402,0,0
212,0,0
403,2,559.338
213,8,719.516
404,0,0
214,0,0
405,0,0
215,2,184.786
216,0,0
217,0,0
406,8,1000
218,0,0
407,4,1000
219,5,1000
408,3,1000
220,4,1000
409,0,0
221,1,49.5272
410,2,499.386
222,0,0
411,0,0
446,0,0
412,1,186.722
447,0,0
413,5,1000
448,7,1000
449,0,0
414,2,305.672
450,7,1000
415,4,1000
416,0,0
451,5,1000
452,1,181.7
417,5,1000
453,6,1000
418,0,0
454,0,0
419,4,566.05
455,0,0
456,3,1000
420,2,413.986
457,0,0
458,0,0
421,6,1000
459,8,511.763
422,0,0
460,0,0
423,3,793.216
461,7,1000
462,0,0
424,0,0
463,0,0
425,0,0
464,0,0
426,1,275.009
465,5,1000
466,0,0
427,1,33.0209
467,3,1000
428,6,930.739
468,6,1000
469,0,0
429,7,1000
470,0,0
471,1,442.692
430,3,618.911
472,6,1000
431,4,1000
473,3,362.029
432,4,1000
474,0,0
475,0,0
433,5,1000
476,0,0
434,0,0
477,4,1000
478,0,0
435,3,1000
436,0,0
479,7,1000
437,3,689.502
480,0,0
481,0,0
438,5,1000
482,0,0
439,0,0
483,0,0
484,0,0
440,7,1000
485,4,1000
486,0,0
441,6,1000
487,0,0
488,0,0
442,0,0
489,4,1000
443,4,1000
444,0,0
490,6,778.376
491,0,0
445,0,0
492,0,0
669,0,0
493,0,0
670,5,1000
494,8,1000
671,2,387.072
495,5,924.063
672,1,245.751
496,0,0
497,0,0
673,0,0
498,4,1000
499,0,0
674,7,1000
500,4,324.843
501,0,0
675,3,662.636
502,5,1000
676,5,1000
503,0,0
677,0,0
504,5,1000
678,0,0
505,0,0
506,3,1000
679,7,1000
507,0,0
680,3,1000
508,4,1000
681,0,0
509,5,1000
682,3,830.374
683,0,0
510,3,296.795
511,0,0
684,5,682.001
512,0,0
685,0,0
513,5,1000
686,1,408.366
687,0,0
514,4,1000
688,5,1000
515,4,1000
516,0,0
689,2,742.889
517,3,1000
690,0,0
518,0,0
519,0,0
691,5,1000
520,4,1000
692,0,0
521,1,490.648
693,0,0
522,5,1000
694,6,1000
523,0,0
695,4,763.57
524,8,1000
696,1,32.3204
525,0,0
697,0,0
698,0,0
526,5,944.888
699,0,0
527,4,1000
700,0,0
528,0,0
701,0,0
529,0,0
702,2,373.419
530,0,0
703,2,302.532
531,4,1000
704,0,0
532,1,292.542
533,6,1000
705,6,847.109
534,0,0
706,0,0
707,6,1000
535,6,977.154
708,0,0
536,0,0
537,0,0
709,5,814.57
538,2,117.709
710,2,781.349
539,7,517.107
711,0,0
540,1,72.8848
541,3,486.728
712,4,653.19
542,7,1000
713,0,0
543,0,0
714,0,0
544,0,0
545,3,1000
715,5,792
546,6,807.026
716,0,0
547,0,0
548,6,1000
549,0,0
717,8,1000
550,0,0
551,0,0
718,2,759.217
552,4,1000
719,0,0
720,5,1000
553,4,1000
554,1,248.705
721,3,383.664
722,0,0
555,0,0
723,4,258.451
556,8,1000
724,0,0
725,0,0
557,5,759.457
558,1,79.3921
726,12,1000
559,4,1000
560,2,326.931
727,8,786.226
728,2,280.912
561,4,1000
562,0,0
729,1,766.292
730,0,0
563,4,748.511
731,0,0
564,0,0
732,0,0
565,0,0
566,0,0
733,0,0
734,0,0
567,0,0
568,0,0
735,8,1000
736,0,0
569,4,1000
737,1,392.28
570,1,66.4423
738,0,0
739,2,167.387
571,7,1000
740,0,0
572,0,0
573,0,0
741,0,0
574,3,1000
742,7,1000
575,4,763.553
743,4,1000
576,6,1000
577,0,0
744,9,1000
578,2,492.769
579,0,0
745,8,997.945
580,0,0
746,7,1000
581,9,1000
747,8,1000
748,0,0
582,10,970.499
749,5,583.544
750,1,335.137
583,5,1000
751,1,98.6551
752,0,0
584,9,1000
753,0,0
754,0,0
585,0,0
755,0,0
586,1,711.085
756,0,0
587,4,1000
757,6,932.708
758,0,0
588,7,1000
759,0,0
589,2,464.465
760,6,1000
590,0,0
591,0,0
761,7,1000
762,0,0
592,6,1000
593,1,439.664
763,8,1000
594,5,1000
764,7,619.697
595,4,557.266
765,7,1000
596,4,939.971
766,4,1000
597,5,1000
767,4,1000
598,5,1000
768,1,149.257
769,0,0
599,7,972.916
770,0,0
600,7,724.569
771,6,795.808
601,0,0
772,1,364.62
602,3,784.732
773,4,923.702
603,0,0
604,0,0
774,4,1000
775,0,0
605,6,1000
776,0,0
606,0,0
777,5,795.031
607,1,6.21412
608,0,0
778,3,1000
609,0,0
779,3,1000
610,9,1000
780,4,1000
611,0,0
781,0,0
782,0,0
612,2,384.632
783,0,0
613,0,0
614,5,1000
784,8,1000
615,0,0
785,0,0
616,0,0
786,0,0
617,7,1000
787,0,0
618,0,0
619,0,0
620,0,0
788,5,793.504
621,2,205.46
789,0,0
790,4,543.706
622,0,0
791,4,919.966
623,4,1000
792,4,777.362
793,0,0
624,5,990.991
794,0,0
625,4,839.351
795,0,0
626,1,178.154
796,5,1000
797,1,42.1254
627,9,1000
628,0,0
629,0,0
630,0,0
798,7,1000
631,6,817.099
799,4,1000
632,4,1000
633,0,0
800,0,0
634,0,0
635,0,0
801,7,890.317
636,6,1000
802,4,1000
637,2,510.953
803,0,0
638,1,10.9067
804,4,1000
639,0,0
640,0,0
805,0,0
641,5,950.205
806,5,1000
642,0,0
643,0,0
807,0,0
644,3,1000
808,4,1000
645,0,0
646,3,1000
809,3,477.221
647,0,0
810,4,1000
648,0,0
811,5,1000
649,7,362.075
812,4,1000
650,0,0
813,0,0
651,1,118.382
814,0,0
652,3,595.648
815,0,0
653,1,246.287
654,0,0
816,7,664.597
655,6,1000
817,5,1000
818,0,0
656,0,0
819,2,433.566
657,6,1000
820,0,0
821,0,0
658,7,1000
822,5,994.903
659,0,0
660,0,0
823,3,799.517
824,4,1000
661,10,1000
825,0,0
662,1,86.9999
826,5,1000
663,4,609.536
827,0,0
664,3,489.659
828,3,746.2
665,3,1000
829,0,0
830,0,0
666,0,0
667,0,0
831,4,1000
668,4,911.758
832,0,0
833,4,1000
892,3,649.444
834,0,0
893,1,418.388
894,3,930.748
835,5,920.785
836,0,0
895,5,1000
896,0,0
837,0,0
897,1,22.7349
838,6,1000
898,5,1000
839,0,0
899,6,1000
840,4,1000
900,5,1000
841,3,642.453
842,0,0
901,4,662.818
902,0,0
843,4,1000
844,0,0
903,4,1000
904,0,0
845,3,518.784
905,0,0
846,5,1000
906,4,1000
847,6,1000
907,3,1000
848,0,0
849,0,0
908,4,1000
909,0,0
850,4,847.427
910,1,134.731
911,0,0
851,0,0
912,0,0
913,0,0
852,5,1000
914,5,1000
853,0,0
915,0,0
854,0,0
916,1,403.787
855,0,0
917,0,0
856,4,1000
918,0,0
857,0,0
919,4,1000
920,0,0
921,0,0
922,3,844.485
858,10,45.8415
923,0,0
924,0,0
859,4,1000
925,0,0
860,0,0
926,0,0
861,0,0
927,0,0
862,0,0
928,0,0
929,0,0
863,7,912.844
930,0,0
864,0,0
931,4,1000
865,3,835.018
932,0,0
933,0,0
866,6,1000
934,0,0
867,4,1000
935,5,343.462
868,4,1000
936,5,1000
869,3,1000
937,3,466.932
870,5,1000
938,3,698.192
871,3,1000
939,0,0
940,2,532.455
872,6,1000
941,0,0
873,1,114.623
942,0,0
874,3,1000
875,0,0
943,5,631.367
944,0,0
945,0,0
946,5,1000
947,0,0
876,29,1000
948,6,1000
949,0,0
877,8,860.886
950,0,0
951,1,84.0548
878,5,762.773
952,4,1000
879,4,493.557
953,6,885.107
954,5,1000
880,4,1000
955,0,0
881,0,0
956,0,0
882,0,0
957,6,706.146
883,5,1000
958,0,0
884,2,427.867
959,1,319.696
885,6,1000
960,4,747.35
961,0,0
886,6,1000
962,4,785.227
963,0,0
887,7,1000
964,0,0
965,0,0
966,0,0
888,0,0
889,0,0
967,6,1000
890,0,0
968,6,1000
891,0,0
969,0,0
1115,0,0
970,2,774.705
