eventID,hits,eDepTot_keV
223,14,1878.5
0,23,1689.08
1,10,761.496
224,18,1234.06
2,19,1211.06
225,28,1130.35
3,7,419.848
226,11,1625.56
4,13,1245.94
227,15,1938.49
5,11,1925.99
228,4,222.442
229,7,369.094
6,34,1863.25
230,12,1928.87
231,10,1925.85
7,15,760.326
8,9,1941.35
232,17,1397.7
9,21,1800.44
10,13,1935.12
233,37,1889.59
11,20,1934.44
234,17,1939.9
12,10,1911.32
235,8,406.088
236,19,1691.95
13,24,1926.77
237,10,1945.99
14,18,1243.91
238,15,1421.87
15,6,321.879
239,12,1819.91
16,11,877.81
240,15,1934.29
241,9,1950.59
17,16,1943.1
242,11,1930.82
18,21,1916.67
243,9,1932.58
244,9,832.267
19,20,753.205
245,16,1726.7
20,10,1931.09
21,11,1920.22
246,11,1666.64
22,21,1936.49
23,10,1919.17
247,20,1902.58
248,12,1936.63
24,19,1317.54
25,10,1933.72
249,16,1752.07
26,10,1930.05
250,8,929.919
27,5,398.637
251,9,1930.57
28,0,0
29,11,1930.53
252,14,1880.14
30,8,560.993
253,17,1934.94
31,14,1928.37
254,10,772.541
32,12,1937.61
255,25,1923.77
33,10,1910.86
34,13,1935.26
256,13,1889.56
35,12,1931.88
257,10,1894.65
258,10,1935.03
36,18,1918.79
259,6,317.451
37,24,799.695
260,15,1913.09
38,15,1901.62
261,29,1933.62
39,17,1938.25
262,13,1931.44
40,18,1938.22
263,13,1912.37
264,13,1929.16
41,13,1927.36
265,11,1935.06
42,4,237.22
266,12,975.839
43,5,274.132
267,10,1895.43
268,23,1933.43
44,11,1924.97
269,9,1865.33
45,5,315.342
270,9,578.851
271,12,1921.82
46,25,1936.26
272,10,1807.88
273,13,1698.98
47,18,1850.99
274,20,1920.95
275,9,453.12
48,18,1886.64
276,3,129.312
277,17,1932.3
278,10,1931.42
49,22,1440.87
279,9,542.99
280,14,790.45
50,13,722.296
51,13,1939.93
281,10,716.693
282,7,560.959
52,9,978.97
283,10,1933.85
284,8,1946.78
53,14,1922.28
285,12,1931.19
286,15,1945.25
54,12,835.409
287,12,1916.59
288,10,1937.86
55,15,1940.06
289,9,1906.77
56,11,1935.76
290,16,1939.22
291,7,504.452
57,15,1941.83
292,11,992.216
58,14,1895.61
293,11,1942.51
59,18,1924.55
294,17,1939.29
60,11,1935.65
61,9,1938.09
62,10,1929.85
295,22,1931.12
63,8,301.039
296,5,278.025
64,14,1273.19
297,13,1411.78
65,14,1935.26
298,8,1939.81
66,11,726.372
299,9,1935.12
67,17,1923.6
300,11,1928.54
68,7,380.934
301,16,1943.44
69,8,478.814
70,15,1890.23
302,12,1918.91
71,20,1937.39
72,13,1520
303,12,1778.22
73,10,1928.07
304,12,1929.83
74,19,1915.76
305,10,1913.22
75,19,1933.7
76,7,446.988
306,10,785.94
77,21,1850.72
307,13,1926.38
78,11,1943.76
79,6,375.318
308,27,1927.55
80,17,1937.83
309,16,1931.82
81,17,1719.92
310,13,1051.28
82,11,1938.06
311,13,1693.99
83,15,1935.9
84,15,1927.62
312,12,1888.48
85,5,357.079
313,10,1854.18
314,12,1930.53
86,21,1777.75
315,16,1931.5
87,8,448.062
316,9,1565.36
88,10,1936.3
89,12,1934.48
317,34,1932.84
318,8,1465.64
90,11,1924.73
319,13,1941.47
91,9,1923.28
320,16,886.657
92,12,1932.02
321,18,1926.77
93,10,1891.3
322,29,1688.83
94,8,1906.88
323,17,1599.77
95,12,1807.23
324,19,1930.09
96,7,493.661
325,12,1917.25
326,13,767.273
97,15,1781.74
327,9,579.116
98,12,1943.56
99,3,194.533
328,15,1925.62
100,5,276.79
329,16,1932.17
101,14,1686.99
330,12,827.487
102,17,1931.86
331,16,1882.02
103,8,1927.26
332,17,1872.34
104,6,381.658
333,12,908.796
334,16,1929.31
105,7,768.07
335,11,1890.81
336,11,1939.12
106,9,1849.98
337,13,1931.9
338,9,529.561
107,11,781.205
339,20,1938.72
340,10,1939.98
108,9,1935.48
341,21,1930.47
109,9,1921.49
342,10,1940.12
110,17,1925.5
343,14,1912.54
111,13,1881.96
344,23,1931.35
112,11,743.361
345,18,1936.43
113,10,1934.34
346,13,1883.54
347,12,1929.95
114,20,1730.49
348,9,1935.53
115,16,1920.8
349,14,1305.59
350,9,1931.84
116,16,842.874
117,10,1831.94
351,20,1585.48
352,20,363.042
118,18,1073.48
119,13,1921.47
353,30,1920.93
354,8,1370.61
120,3,290.477
355,0,0
121,9,741.898
122,11,1933.93
356,9,1882.29
357,9,1931.83
123,19,1928.76
358,14,1200.55
124,16,1805.36
125,16,1929.61
359,9,645.236
126,20,1941.79
360,7,348.591
127,5,250.918
361,14,1931.23
128,13,1893.63
362,10,1915.33
129,13,1926.76
363,11,1858.47
