511	10000
584	1674
611	3334
659	3075
887	1986
912	1650
939	1200
971	1425
1122	3571.5
1173	3300
1333	4400
1461	12642
1795	1312
2205	727.5
2615	2332.5
5410	600
5509	550
5920	500
6023	600
6611	780
6625	840
6704	1200
7123	1260
7137	1440
7215	2160
7636	1440
7650	1400
7729	1890
7980	210
8025	280
8493	675
8793	360
8891	180
9005	270
9306	360
9726	90
